0.0006,0.0003,0.000525,0.00025,30,0.11512,0.001025,0.052276,0.29001,0.83565
0.0006,0.00025,0.0003,0.000275,30,0.1576,0.0008,0.11266,0.33639,0.83667
0.0003,0.000275,0.000525,0.000225,30,0.13821,0.000725,0.10124,0.31132,0.84665
0.000375,0.0003,0.0006,0.0002,30,0.067956,0.000815,0.037061,0.26348,0.83725
0.0003,0.0003,0.00045,0.000225,30,0.046526,0.00065,0.03382,0.25296,0.84009
0.00045,0.000225,0.00045,0.000225,30,0.093135,0.00074,0.057521,0.30707,0.85869
0.00045,0.0002,0.00045,0.0003,30,0.0929,0.00074,0.060268,0.31047,0.84395
0.00045,0.000225,0.000525,0.0003,30,0.18391,0.000815,0.12894,0.35676,0.83774
0.000375,0.000275,0.0003,0.000225,30,0.11663,0.000575,0.12058,0.34208,0.84801
0.0006,0.0002,0.0003,0.0003,30,0.04515,0.0008,0.022919,0.26764,0.84041
0.000375,0.000225,0.0003,0.0002,30,0.046767,0.000575,0.037686,0.27998,0.8719
0.00045,0.000225,0.000525,0.000225,30,0.18394,0.000815,0.12369,0.3602,0.8562
0.00045,0.0003,0.000525,0.0002,30,0.046058,0.000815,0.02304,0.23974,0.84277
0.0006,0.0002,0.000375,0.00025,30,0.13713,0.000875,0.0771,0.32623,0.85646
0.00045,0.0002,0.0003,0.000275,30,0.092872,0.00065,0.070899,0.32061,0.85492
0.00045,0.000275,0.00045,0.00025,30,0.18621,0.00074,0.14762,0.36012,0.83973
0.0003,0.0003,0.000375,0.0003,30,0.14059,0.000575,0.18295,0.34621,0.81162
0.0003,0.0003,0.000375,0.0003,30,0.11716,0.000575,0.14568,0.33321,0.81162
0.000375,0.000275,0.000375,0.00025,30,0.1397,0.000605,0.14526,0.35972,0.83732
0.0006,0.000275,0.00045,0.0002,30,0.18364,0.00095,0.10456,0.33507,0.85107
0.0003,0.0002,0.000525,0.0003,30,0.046055,0.000725,0.026287,0.2616,0.8447
0.0006,0.0002,0.00045,0.00025,30,0.068958,0.00095,0.028806,0.27094,0.85634
0.0003,0.00025,0.00045,0.0002,30,0.18515,0.00065,0.1655,0.3703,0.86266
0.0003,0.000225,0.0006,0.0003,30,0.04517,0.0008,0.022983,0.2442,0.83561
0.00045,0.0003,0.00045,0.000225,30,0.18566,0.00074,0.14875,0.35409,0.83851
0.00045,0.0002,0.000525,0.0002,30,0.18408,0.000815,0.12315,0.35623,0.86612
0.0003,0.000225,0.0006,0.0003,30,0.067756,0.0008,0.037087,0.27403,0.83561
0.0003,0.0002,0.000525,0.0002,30,0.13795,0.000725,0.093539,0.34116,0.87107
0.00045,0.0003,0.0003,0.000225,30,0.13969,0.00065,0.12171,0.33586,0.84033
0.00045,0.00025,0.0006,0.0002,30,0.091034,0.00086,0.047586,0.30303,0.84862
0.000525,0.000225,0.0006,0.000275,30,0.1602,0.00098,0.088239,0.32896,0.84178
0.0006,0.00025,0.0006,0.000275,30,0.13789,0.0011,0.064493,0.30602,0.8385
0.00045,0.00025,0.0003,0.00025,30,0.16265,0.00065,0.14415,0.35838,0.84942
0.00045,0.0003,0.000375,0.00025,30,0.11557,0.000695,0.090638,0.32186,0.83385
0.00045,0.00025,0.000375,0.000275,30,0.13954,0.000695,0.11024,0.34353,0.84174
0.000375,0.000225,0.0006,0.0003,30,0.11384,0.00083,0.067986,0.32236,0.83406
0.00045,0.0003,0.0003,0.00025,30,0.16291,0.00065,0.15316,0.35261,0.83332
0.00045,0.000275,0.000525,0.000275,30,0.0686,0.000785,0.040968,0.28179,0.82895
0.00045,0.00025,0.0006,0.0003,30,0.15926,0.00089,0.096479,0.33591,0.82956
0.000375,0.000225,0.000375,0.00025,30,0.11632,0.000605,0.10765,0.34679,0.85304
0.00045,0.000225,0.0003,0.000275,30,0.069716,0.00065,0.051986,0.29934,0.8487
0.0006,0.000275,0.000525,0.00025,30,0.13832,0.001025,0.066409,0.30603,0.841
0.0003,0.000275,0.000525,0.0003,30,0.046013,0.000725,0.028684,0.24097,0.82587
0.00045,0.000225,0.000375,0.000225,30,0.18633,0.000695,0.14696,0.36676,0.86202
0.0003,0.000225,0.000375,0.000275,30,0.18718,0.000575,0.21542,0.40192,0.84797
0.0006,0.0002,0.000525,0.0003,30,0.11511,0.001025,0.052022,0.30439,0.8441
0.00045,0.00025,0.000375,0.0003,30,0.069413,0.000695,0.049629,0.29555,0.83359
0.0006,0.0002,0.000375,0.00025,30,0.18284,0.000875,0.11403,0.35053,0.85646
0.00045,0.000275,0.0003,0.0003,30,0.11612,0.00065,0.10508,0.33359,0.82544
0.00045,0.0002,0.0006,0.0003,30,0.045534,0.00089,0.019981,0.25011,0.83935
0.00045,0.000225,0.000525,0.00025,30,0.13805,0.000815,0.084495,0.33545,0.85058
0.0006,0.000275,0.0003,0.0002,30,0.11256,0.0008,0.068658,0.30459,0.84761
0.00045,0.000275,0.000525,0.0003,30,0.045905,0.000815,0.024493,0.24963,0.82607
0.0006,0.0003,0.0003,0.00025,30,0.13556,0.0008,0.09205,0.31996,0.82985
0.0003,0.0003,0.000525,0.0002,30,0.1609,0.000725,0.12597,0.31567,0.84448
0.0006,0.00025,0.0006,0.00025,30,0.13784,0.0011,0.064536,0.30574,0.84297
0.0003,0.0002,0.000375,0.0003,30,0.070229,0.000575,0.066025,0.31904,0.84536
0.00045,0.000275,0.00045,0.000275,30,0.11608,0.00074,0.082851,0.3195,0.83312
0.0006,0.000225,0.00045,0.000275,30,0.11491,0.00095,0.056181,0.3038,0.84692
0.0006,0.000275,0.0006,0.00025,30,0.18363,0.0011,0.097606,0.32966,0.8385
0.00045,0.0002,0.000375,0.000275,30,0.09305,0.00071,0.061248,0.31669,0.85603
0.0006,0.000275,0.0003,0.000225,30,0.045086,0.0008,0.022752,0.24818,0.84249
0.0003,0.00025,0.00045,0.000225,30,0.046438,0.00065,0.031661,0.25726,0.85645
0.00045,0.0002,0.0003,0.0003,30,0.046552,0.00065,0.032853,0.27698,0.84634
0.000375,0.0002,0.0003,0.000225,30,0.093691,0.000575,0.083556,0.33287,0.8717
0.00045,0.000275,0.000525,0.0003,30,0.068858,0.000815,0.039131,0.27686,0.82607
0.00045,0.0003,0.000525,0.000275,30,0.18318,0.000815,0.13295,0.3469,0.82608
0.00045,0.0002,0.0006,0.000275,30,0.068342,0.00086,0.033779,0.28106,0.84268
0.000525,0.0002,0.0006,0.0002,30,0.1605,0.00098,0.086882,0.33361,0.85965
0.00045,0.0002,0.000525,0.0002,30,0.092039,0.000815,0.04894,0.2997,0.86612
